module_category,component_category,year/month,number_sale
M0,P02,2007/3,0
M8,P02,2005/11,0
M8,P02,2005/12,0
M8,P02,2006/3,0
M8,P02,2006/9,488
M4,P02,2005/12,5897
M5,P02,2006/4,58
M5,P02,2007/3,0
M7,P02,2005/10,0
M7,P02,2006/11,0
M7,P02,2007/3,0
M1,P02,2006/3,0
M1,P02,2006/3,0
M1,P02,2006/4,0
M1,P02,2006/7,0
M1,P02,2006/8,0
M1,P02,2006/8,219
M1,P02,2006/11,269
M9,P02,2005/9,1714
M9,P02,2006/8,0
M6,P02,2007/8,0
M4,P19,2005/2,0
M0,P19,2006/3,0
M0,P19,2006/4,13015
M0,P19,2006/5,726
M0,P19,2006/6,1617
M0,P19,2006/11,0
M8,P19,2006/7,2688
M8,P19,2006/7,0
M8,P19,2006/7,0
M4,P19,2006/3,0
M5,P19,2005/12,0
M5,P19,2006/1,101
M5,P19,2006/2,10044
M5,P19,2006/6,0
M5,P19,2006/7,0
M5,P19,2006/8,0
M5,P19,2006/12,0
M7,P19,2007/2,0
M1,P19,2007/1,504
M9,P19,2005/10,2806
M9,P19,2006/5,0
M9,P19,2006/5,244
M3,P19,2007/3,0
M3,P19,2007/7,0
M3,P19,2007/9,0
M4,P20,2005/1,0
M4,P20,2005/4,0
M0,P20,2006/2,0
M0,P20,2006/2,0
M0,P20,2006/2,0
M0,P20,2006/9,76
M0,P20,2007/2,0
M0,P20,2007/2,0
M8,P20,2006/2,0
M8,P20,2006/6,0
M8,P20,2006/8,0
M5,P20,2006/9,0
M5,P20,2006/11,-3
M7,P20,2005/11,404
M7,P20,2006/1,0
M7,P20,2006/10,0
M1,P20,2006/3,4872
M1,P20,2006/11,0
M9,P20,2005/10,0
M9,P20,2006/4,840
M9,P20,2006/6,353
M3,P20,2007/4,0
M2,P04,2007/10,0
M4,P04,2005/4,1445
M4,P04,2005/5,1338
M4,P04,2005/9,84
M4,P04,2005/11,706
M0,P04,2006/7,84
M8,P04,2005/11,0
M8,P04,2006/2,0
M8,P04,2006/8,0
M8,P04,2006/10,0
M4,P04,2006/5,84
M5,P04,2005/10,0
M5,P04,2006/2,34
M5,P04,2006/4,0
M5,P04,2006/8,0
M5,P04,2006/9,0
M5,P04,2006/9,0
M5,P04,2006/9,0
M7,P04,2006/1,34
M7,P04,2006/6,588
M7,P04,2006/9,-11
M7,P04,2006/10,0
M7,P04,2007/3,76
M1,P04,2006/2,0
M1,P04,2006/8,1907
M1,P04,2006/10,0
M1,P04,2006/11,2342
M1,P04,2006/12,0
M1,P04,2007/2,0
M9,P04,2005/9,4963
M9,P04,2005/12,0
M9,P04,2006/10,1176
M3,P04,2007/3,0
M3,P04,2007/3,-23
M3,P04,2007/5,0
M3,P04,2007/5,0
M6,P04,2008/2,0
M2,P07,2007/2,0
M4,P07,2005/3,471
M0,P07,2006/2,0
M0,P07,2007/3,0
M0,P07,2007/3,0
M0,P07,2007/4,0
M8,P07,2006/6,21
M8,P07,2006/9,481
M8,P07,2006/9,0
M4,P07,2006/4,0
M5,P07,2005/11,17
M5,P07,2006/1,0
M5,P07,2006/2,3276
M5,P07,2007/2,0
M5,P07,2007/3,0
M7,P07,2006/1,0
M7,P07,2006/4,1092
M7,P07,2006/9,0
M7,P07,2006/10,0
M7,P07,2006/11,0
M9,P07,2005/7,0
M9,P07,2005/8,0
M9,P07,2005/10,137
M9,P07,2005/11,0
M9,P07,2006/6,740
M3,P07,2007/9,0
M6,P07,2008/2,2606
M2,P22,2007/5,0
M4,P22,2005/2,0
M4,P22,2005/7,2
M0,P22,2006/7,1308
M0,P22,2006/7,0
M0,P22,2006/10,168
M0,P22,2006/12,31
M8,P22,2005/10,0
M8,P22,2005/10,0
M8,P22,2006/1,118
M8,P22,2006/5,3159
M8,P22,2006/5,26
M8,P22,2006/8,0
M4,P22,2005/12,336
M5,P22,2006/1,0
M5,P22,2006/3,0
M5,P22,2006/5,68
M7,P22,2006/4,168
M7,P22,2006/6,0
M7,P22,2006/8,0
M7,P22,2007/2,0
M1,P22,2006/3,113
M1,P22,2006/7,6072
M9,P22,2005/11,0
M3,P22,2007/2,-10
M3,P22,2007/4,1680
M2,P15,2007/8,84
M4,P15,2005/3,84
M4,P15,2005/4,1445
M4,P15,2005/7,840
M4,P15,2005/9,2856
M0,P15,2006/6,162
M0,P15,2006/10,118
M0,P15,2007/1,118
M8,P15,2006/6,0
M8,P15,2006/8,0
M8,P15,2006/9,0
M4,P15,2005/11,357
M5,P15,2005/12,278
M5,P15,2006/7,0
M5,P15,2006/12,0
M5,P15,2007/2,0
M7,P15,2006/6,84
M7,P15,2006/10,0
M1,P15,2006/11,933
M1,P15,2007/1,0
M9,P15,2006/1,620
M3,P15,2007/4,0
M2,P17,2008/1,0
M4,P17,2005/4,0
M4,P17,2005/11,706
M0,P17,2006/2,0
M0,P17,2006/7,3528
M8,P17,2006/2,7581
M8,P17,2006/10,1823
M8,P17,2006/10,101
M4,P17,2005/12,0
M4,P17,2006/5,0
M5,P17,2005/10,51
M5,P17,2006/6,0
M5,P17,2006/6,0
M5,P17,2006/10,0
M7,P17,2006/2,14334
M7,P17,2006/4,0
M7,P17,2006/8,0
M1,P17,2006/3,0
M1,P17,2006/6,0
M1,P17,2006/8,1454
M1,P17,2006/11,0
M1,P17,2006/12,0
M1,P17,2006/12,0
M1,P17,2007/1,0
M9,P17,2006/5,0
M9,P17,2006/6,0
M3,P17,2006/10,34
M3,P17,2007/9,-1
M6,P17,2007/7,0
M2,P30,2007/10,0
M4,P30,2005/3,0
M4,P30,2005/6,3693
M0,P30,2007/2,0
M8,P30,2006/2,0
M8,P30,2006/4,34
M8,P30,2006/7,0
M8,P30,2006/11,-3
M4,P30,2006/3,0
M5,P30,2005/9,0
M5,P30,2005/11,0
M5,P30,2005/12,1435
M7,P30,2005/11,0
M7,P30,2006/3,61
M7,P30,2006/7,0
M7,P30,2006/8,0
M7,P30,2006/10,0
M1,P30,2006/4,34
M3,P30,2006/10,0
M3,P30,2007/2,0
M3,P30,2007/5,-5
M3,P30,2007/6,0
M3,P30,2007/7,0
M3,P30,2007/8,2856
M4,P03,2005/3,76
M4,P03,2005/10,0
M0,P03,2006/5,0
M0,P03,2007/1,0
M0,P03,2007/4,6
M0,P03,2007/4,0
M8,P03,2005/12,840
M8,P03,2006/1,336
M8,P03,2006/3,51
M8,P03,2006/4,0
M8,P03,2006/7,0
M8,P03,2006/11,0
M8,P03,2006/11,0
M4,P03,2006/3,0
M4,P03,2006/5,0
M5,P03,2005/12,793
M5,P03,2006/6,41
M5,P03,2006/12,0
M7,P03,2005/10,0
M7,P03,2006/1,0
M7,P03,2006/4,168
M7,P03,2006/8,84
M7,P03,2006/9,34
M1,P03,2006/5,824
M1,P03,2006/7,504
M1,P03,2006/12,0
M9,P03,2005/8,0
M3,P03,2006/10,6972
M3,P03,2006/11,958
M3,P03,2007/1,0
M3,P03,2007/4,0
M2,P11,2007/2,504
M4,P11,2005/9,365
M4,P11,2005/10,1297
M0,P11,2006/2,0
M0,P11,2006/5,0
M0,P11,2006/5,17
M0,P11,2006/7,2457
M0,P11,2006/11,748
M0,P11,2007/4,0
M0,P11,2007/4,0
M8,P11,2005/12,0
M8,P11,2006/7,0
M8,P11,2006/8,2571
M8,P11,2006/12,0
M4,P11,2006/3,0
M5,P11,2005/9,0
M5,P11,2005/10,0
M5,P11,2006/4,0
M5,P11,2006/5,-8
M5,P11,2006/10,-3
M5,P11,2007/3,0
M7,P11,2006/10,17
M7,P11,2007/2,0
M7,P11,2007/3,0
M1,P11,2007/2,0
M9,P11,2005/11,0
M9,P11,2006/5,0
M9,P11,2006/7,0
M9,P11,2006/7,1089
M9,P11,2006/9,0
M9,P11,2006/9,2253
M3,P11,2007/2,229
M3,P11,2007/7,0
M4,P16,2005/3,0
M4,P16,2005/5,118
M4,P16,2005/8,51
M0,P16,2006/2,0
M0,P16,2006/3,0
M0,P16,2006/6,1042
M0,P16,2006/10,0
M0,P16,2007/1,-23
M8,P16,2006/3,-1
M8,P16,2006/4,370
M8,P16,2006/5,26
M5,P16,2005/10,0
M5,P16,2006/5,-1
M5,P16,2006/8,0
M5,P16,2007/2,0
M7,P16,2005/12,0
M1,P16,2006/7,252
M1,P16,2006/12,0
M9,P16,2006/2,0
M6,P16,2007/6,1722
M4,P27,2005/1,0
M4,P27,2005/4,3315
M4,P27,2005/4,0
M0,P27,2006/4,0
M0,P27,2006/5,51
M0,P27,2006/6,0
M0,P27,2007/2,0
M8,P27,2006/1,0
M8,P27,2006/5,0
M4,P27,2005/12,26
M4,P27,2006/2,0
M4,P27,2006/5,0
M5,P27,2006/2,0
M5,P27,2006/4,0
M5,P27,2006/7,0
M5,P27,2006/8,7863
M5,P27,2006/9,0
M5,P27,2006/12,0
M5,P27,2006/12,0
M5,P27,2007/1,0
M7,P27,2006/4,168
M1,P27,2006/4,145
M1,P27,2006/4,1260
M1,P27,2006/6,0
M1,P27,2006/12,0
M1,P27,2007/2,0
M9,P27,2006/1,756
M9,P27,2006/9,0
M9,P27,2006/10,588
M9,P27,2006/11,0
M3,P27,2006/12,0
M2,P21,2007/3,0
M2,P21,2007/4,27
M2,P21,2007/8,34
M4,P21,2005/9,145
M0,P21,2006/10,9476
M0,P21,2006/12,0
M0,P21,2007/2,-6
M0,P21,2007/3,0
M8,P21,2005/9,0
M8,P21,2006/6,0
M4,P21,2005/11,1833
M5,P21,2006/9,0
M5,P21,2006/9,0
M5,P21,2007/3,0
M7,P21,2005/12,0
M1,P21,2006/2,0
M1,P21,2006/8,0
M1,P21,2006/9,1008
M9,P21,2005/10,3728
M9,P21,2005/11,0
M9,P21,2006/1,10561
M9,P21,2006/2,0
M9,P21,2006/5,252
M9,P21,2006/7,182
M3,P21,2006/10,51
M3,P21,2007/2,51
M8,P06,2005/9,0
M8,P06,2005/10,0
M8,P06,2006/1,1176
M8,P06,2006/4,0
M8,P06,2006/12,0
M4,P06,2005/12,26
M4,P06,2006/5,0
M5,P06,2005/9,0
M5,P06,2006/11,-3
M5,P06,2006/12,0
M7,P06,2007/1,0
M7,P06,2007/3,0
M1,P06,2006/10,0
M1,P06,2007/1,0
M1,P06,2007/1,0
M3,P06,2007/1,168
M3,P06,2007/7,0
M3,P06,2007/8,0
M2,P23,2007/10,0
M4,P23,2005/6,0
M0,P23,2006/6,294
M0,P23,2006/10,320
M0,P23,2006/12,0
M0,P23,2007/4,0
M8,P23,2005/10,1378
M8,P23,2006/2,0
M8,P23,2006/4,126
M4,P23,2005/11,672
M5,P23,2005/12,666
M5,P23,2006/1,0
M5,P23,2006/2,34
M5,P23,2006/6,0
M5,P23,2006/8,0
M5,P23,2006/9,0
M7,P23,2005/10,0
M7,P23,2005/11,4226
M7,P23,2007/2,0
M1,P23,2006/2,0
M1,P23,2006/12,0
M9,P23,2005/9,0
M9,P23,2005/11,4308
M9,P23,2006/3,6384
M9,P23,2006/5,0
M3,P23,2007/9,0
M2,P31,2007/3,462
M2,P31,2008/1,0
M4,P31,2005/5,1506
M4,P31,2005/9,-1
M0,P31,2006/3,168
M0,P31,2006/5,5084
M0,P31,2006/6,0
M0,P31,2006/7,336
M0,P31,2006/12,0
M0,P31,2007/3,0
M0,P31,2007/4,0
M8,P31,2005/12,0
M8,P31,2006/2,840
M8,P31,2006/10,0
M8,P31,2006/11,0
M8,P31,2006/12,0
M4,P31,2005/12,0
M5,P31,2006/4,336
M5,P31,2006/11,0
M7,P31,2005/9,11
M7,P31,2005/9,21
M7,P31,2006/9,0
M9,P31,2005/7,0
M3,P31,2007/1,0
M2,P09,2007/2,0
M2,P09,2007/4,404
M4,P09,2005/1,0
M4,P09,2005/4,0
M4,P09,2005/8,353
M0,P09,2006/4,0
M0,P09,2006/5,457
M0,P09,2006/5,101
M0,P09,2007/4,0
M8,P09,2005/10,34
M8,P09,2005/12,320
M8,P09,2006/10,2218
M5,P09,2005/9,0
M5,P09,2006/2,10044
M5,P09,2006/7,0
M5,P09,2006/7,0
M5,P09,2006/11,0
M5,P09,2006/12,0
M5,P09,2007/1,0
M7,P09,2005/9,11
M7,P09,2006/1,34
M7,P09,2006/6,152
M1,P09,2006/2,0
M1,P09,2006/2,0
M3,P09,2007/1,0
M3,P09,2007/2,148
M3,P09,2007/4,-3
M3,P09,2007/6,0
M2,P10,2007/3,0
M2,P10,2007/3,0
M2,P10,2007/9,252
M2,P10,2007/10,0
M4,P10,2005/3,0
M4,P10,2005/4,202
M4,P10,2005/4,0
M0,P10,2006/2,0
M0,P10,2006/5,9207
M0,P10,2006/10,4671
M8,P10,2006/1,0
M8,P10,2006/7,0
M8,P10,2006/10,0
M8,P10,2006/12,0
M8,P10,2006/12,0
M4,P10,2005/11,68
M4,P10,2006/2,41
M5,P10,2005/9,0
M5,P10,2005/9,0
M5,P10,2006/2,0
M5,P10,2006/4,34
M5,P10,2006/4,420
M5,P10,2006/6,0
M5,P10,2006/11,0
M5,P10,2007/3,0
M1,P10,2006/8,212
M1,P10,2006/10,0
M3,P10,2007/1,1680
M3,P10,2007/2,0
M6,P10,2007/6,1722
M6,P10,2007/6,2
M2,P29,2007/7,0
M2,P29,2007/10,0
M4,P29,2005/4,588
M0,P29,2006/3,0
M0,P29,2006/7,61
M0,P29,2007/2,0
M8,P29,2005/9,0
M8,P29,2005/11,168
M8,P29,2005/12,0
M8,P29,2005/12,0
M5,P29,2005/12,81
M5,P29,2006/9,-5
M5,P29,2007/2,0
M5,P29,2007/2,0
M7,P29,2007/1,0
M7,P29,2007/3,0
M1,P29,2007/2,0
M3,P29,2007/6,6452
M6,P29,2007/11,51
M2,P25,2007/2,0
M2,P25,2007/3,2376
M0,P25,2006/3,53
M0,P25,2006/3,0
M0,P25,2006/9,41816
M0,P25,2007/1,0
M0,P25,2007/1,0
M8,P25,2006/7,437
M4,P25,2006/1,-11
M4,P25,2006/5,0
M5,P25,2005/10,0
M5,P25,2006/3,51
M5,P25,2006/8,0
M5,P25,2007/2,0
M7,P25,2006/2,3108
M7,P25,2006/9,0
M7,P25,2007/1,0
M7,P25,2007/2,0
M7,P25,2007/3,0
M1,P25,2006/3,0
M1,P25,2006/11,269
M1,P25,2007/2,0
M9,P25,2005/12,3330
M9,P25,2006/2,1680
M9,P25,2006/6,1103
M3,P25,2006/10,34
M3,P25,2006/10,202
M3,P25,2006/12,672
M3,P25,2007/1,0
M6,P25,2007/6,0
M0,P13,2006/3,0
M0,P13,2006/3,101
M0,P13,2007/3,0
M8,P13,2005/12,0
M8,P13,2006/5,0
M8,P13,2006/5,0
M8,P13,2006/6,807
M8,P13,2006/9,2245
M4,P13,2006/2,0
M5,P13,2006/9,0
M5,P13,2006/10,-3
M5,P13,2007/2,0
M7,P13,2006/1,0
M7,P13,2006/11,0
M7,P13,2007/3,0
M1,P13,2006/3,0
M1,P13,2006/5,1756
M1,P13,2006/9,51
M1,P13,2006/11,9916
M1,P13,2006/12,0
M9,P13,2006/2,152
M9,P13,2006/3,652
M9,P13,2006/8,0
M9,P13,2006/11,0
M3,P13,2007/4,0
M3,P13,2007/5,0
M6,P13,2007/10,0
M4,P08,2005/4,0
M4,P08,2005/7,84
M0,P08,2006/7,42
M0,P08,2007/1,0
M0,P08,2007/4,4542
M4,P08,2006/3,0
M4,P08,2006/4,0
M5,P08,2005/9,0
M5,P08,2005/11,0
M5,P08,2006/1,101
M5,P08,2006/2,34
M5,P08,2006/7,0
M5,P08,2006/10,0
M5,P08,2007/3,0
M7,P08,2005/12,21
M7,P08,2006/7,286
M7,P08,2007/1,0
M1,P08,2006/11,1623
M9,P08,2006/6,1277
M9,P08,2006/11,0
M3,P08,2007/3,0
M3,P08,2007/6,0
M2,P26,2007/6,336
M2,P26,2007/9,0
M0,P26,2006/7,0
M0,P26,2006/11,0
M5,P26,2006/3,0
M5,P26,2006/9,0
M5,P26,2007/2,0
M5,P26,2007/2,0
M7,P26,2006/4,168
M7,P26,2007/1,0
M9,P26,2005/9,368
M9,P26,2005/9,0
M9,P26,2006/10,0
M9,P26,2006/11,0
M3,P26,2006/12,101
M3,P26,2007/1,1848
M6,P26,2007/9,320
M4,P18,2005/4,0
M4,P18,2005/4,0
M8,P18,2005/9,0
M8,P18,2006/2,17
M8,P18,2006/6,152
M5,P18,2006/9,0
M5,P18,2006/10,0
M5,P18,2007/1,0
M7,P18,2006/9,0
M7,P18,2006/9,0
M7,P18,2007/2,0
M7,P18,2007/2,0
M7,P18,2007/2,662
M1,P18,2006/12,0
M9,P18,2005/11,0
M9,P18,2006/10,0
M6,P18,2008/2,0
M2,P01,2007/5,1541
M2,P01,2007/9,0
M4,P01,2005/5,5810
M4,P01,2005/7,1235
M0,P01,2006/7,3663
M0,P01,2006/8,1976
M0,P01,2006/10,0
M8,P01,2006/4,0
M8,P01,2006/5,0
M8,P01,2006/8,0
M4,P01,2005/11,-5
M4,P01,2006/5,-16
M5,P01,2006/6,0
M5,P01,2006/8,0
M5,P01,2006/9,0
M5,P01,2006/10,0
M5,P01,2007/3,0
M5,P01,2007/3,0
M7,P01,2005/12,0
M7,P01,2006/3,0
M7,P01,2006/7,252
M7,P01,2006/11,7
M7,P01,2007/1,0
M7,P01,2007/1,0
M7,P01,2007/1,0
M1,P01,2006/2,0
M1,P01,2006/3,0
M1,P01,2006/4,3992
M1,P01,2006/4,0
M1,P01,2006/4,0
M1,P01,2006/5,0
M1,P01,2006/8,1580
M9,P01,2005/8,0
M9,P01,2005/8,0
M9,P01,2006/5,0
M9,P01,2006/9,152
M9,P01,2006/11,-1
M3,P01,2007/2,0
M6,P01,2008/2,2606
M2,P14,2007/9,0
M0,P14,2006/4,484
M0,P14,2006/7,5939
M0,P14,2007/3,0
M8,P14,2005/11,4762
M8,P14,2005/12,2327
M8,P14,2005/12,81
M8,P14,2006/2,0
M8,P14,2006/2,0
M8,P14,2006/2,0
M8,P14,2006/4,0
M8,P14,2006/5,26
M8,P14,2006/6,2783
M8,P14,2006/9,1521
M8,P14,2006/10,0
M5,P14,2006/4,504
M5,P14,2006/8,0
M5,P14,2007/2,0
M7,P14,2006/3,0
M7,P14,2006/7,150
M9,P14,2006/1,454
M9,P14,2006/5,0
M9,P14,2006/8,504
M6,P14,2007/6,0
M6,P14,2007/12,0
M2,P12,2007/3,0
M2,P12,2007/7,0
M2,P12,2007/7,9
M4,P12,2005/4,0
M0,P12,2006/4,0
M0,P12,2006/10,966
M0,P12,2007/3,1008
M8,P12,2006/6,0
M4,P12,2005/11,252
M4,P12,2006/3,0
M5,P12,2005/9,0
M5,P12,2005/12,666
M5,P12,2005/12,4174
M5,P12,2006/4,504
M5,P12,2006/6,0
M5,P12,2006/9,0
M5,P12,2006/9,0
M5,P12,2006/10,0
M7,P12,2005/9,0
M7,P12,2005/11,0
M1,P12,2006/3,0
M1,P12,2006/4,6796
M1,P12,2007/1,0
M9,P12,2005/9,48
M9,P12,2006/1,0
M3,P12,2007/3,168
M3,P12,2007/7,0
M6,P12,2007/10,387
M2,P05,2007/11,0
M4,P05,2005/4,756
M0,P05,2006/7,0
M0,P05,2006/11,0
M0,P05,2007/2,0
M8,P05,2006/1,756
M8,P05,2006/2,11
M8,P05,2006/6,51
M4,P05,2006/1,0
M5,P05,2006/7,0
M5,P05,2006/10,0
M5,P05,2006/10,0
M7,P05,2005/12,21
M7,P05,2006/12,0
M1,P05,2006/5,0
M9,P05,2005/8,4536
M9,P05,2006/1,0
M3,P05,2007/1,168
M3,P05,2007/9,0
M2,P28,2007/3,0
M2,P28,2007/7,0
M2,P28,2008/1,0
M4,P28,2005/1,0
M4,P28,2005/3,0
M8,P28,2005/11,0
M8,P28,2006/2,0
M8,P28,2006/3,0
M4,P28,2005/11,0
M5,P28,2005/9,0
M5,P28,2006/3,0
M5,P28,2007/2,0
M7,P28,2005/12,0
M7,P28,2007/3,0
M1,P28,2006/2,0
M1,P28,2006/6,0
M1,P28,2006/6,0
M9,P28,2005/9,622
M3,P28,2006/12,59
M6,P28,2007/12,0
M2,P24,2007/6,0
M2,P24,2007/12,0
M4,P24,2005/2,0
M4,P24,2005/2,0
M0,P24,2006/6,11
M0,P24,2007/4,0
M8,P24,2005/9,51
M8,P24,2005/12,0
M4,P24,2006/2,0
M5,P24,2006/4,51
M5,P24,2007/2,0
M7,P24,2005/10,0
M7,P24,2005/11,2336
M7,P24,2006/8,0
M7,P24,2006/8,437
M7,P24,2006/9,-11
M7,P24,2006/11,0
M1,P24,2006/4,0
M1,P24,2006/6,0
M1,P24,2006/7,303
M1,P24,2006/9,840
M1,P24,2006/10,756
M3,P24,2006/12,5040
M3,P24,2007/5,41
M3,P24,2007/5,0
M4,P02,2005/5,840
M0,P02,2007/1,11
M8,P02,2006/10,0
M8,P02,2006/12,0
M4,P02,2006/4,-1
M4,P02,2006/4,0
M5,P02,2006/4,0
M5,P02,2006/4,232
M5,P02,2006/5,2184
M7,P02,2006/2,0
M7,P02,2006/6,1875
M7,P02,2006/12,0
M9,P02,2006/8,2100
M3,P02,2006/12,0
M3,P02,2007/2,0
M3,P02,2007/6,-1
M2,P19,2007/3,51
M2,P19,2007/11,0
M2,P19,2008/1,0
M4,P19,2005/6,0
M4,P19,2005/6,252
M4,P19,2005/6,1008
M4,P19,2005/10,664
M4,P19,2005/11,345
M0,P19,2006/5,0
M0,P19,2006/6,-1
M0,P19,2006/12,3438
M8,P19,2005/11,0
M8,P19,2006/1,867
M8,P19,2006/2,1512
M4,P19,2006/4,0
M5,P19,2005/11,730
M5,P19,2006/11,0
M5,P19,2007/1,0
M7,P19,2006/2,0
M7,P19,2006/12,51
M1,P19,2006/2,0
M1,P19,2006/2,0
M1,P19,2006/4,0
M1,P19,2006/6,303
M1,P19,2007/1,0
M1,P19,2007/1,0
M9,P19,2006/3,0
M9,P19,2006/5,2781
M3,P19,2007/3,0
M3,P19,2007/5,0
M6,P19,2007/6,0
M2,P20,2007/2,0
M2,P20,2007/9,0
M2,P20,2007/9,0
M4,P20,2005/1,0
M0,P20,2006/6,704
M0,P20,2006/7,0
M0,P20,2006/7,244
M0,P20,2007/2,489
M0,P20,2007/4,0
M8,P20,2005/12,0
M8,P20,2006/1,168
M5,P20,2006/2,622
M5,P20,2006/5,0
M5,P20,2006/9,0
M5,P20,2006/12,0
M5,P20,2007/1,0
M5,P20,2007/3,0
M5,P20,2007/3,0
M7,P20,2006/1,0
M7,P20,2006/6,0
M1,P20,2006/5,0
M1,P20,2006/6,0
M1,P20,2006/9,0
M1,P20,2006/11,0
M9,P20,2005/8,0
M3,P20,2006/12,0
M3,P20,2007/3,168
M3,P20,2007/3,3112
M3,P20,2007/5,0
M3,P20,2007/6,0
M2,P04,2007/7,0
M0,P04,2006/2,0
M0,P04,2006/3,1476
M0,P04,2006/6,-1
M0,P04,2007/2,0
M0,P04,2007/4,0
M0,P04,2007/4,4542
M0,P04,2007/4,0
M8,P04,2006/2,1476
M8,P04,2006/12,0
M4,P04,2006/2,0
M4,P04,2006/2,0
M5,P04,2005/9,0
M5,P04,2006/5,2184
M7,P04,2006/2,71
M7,P04,2006/2,0
M1,P04,2006/6,143
M9,P04,2005/7,0
M3,P04,2006/11,81
M3,P04,2007/3,0
M3,P04,2007/8,0
M6,P04,2007/12,0
M2,P07,2007/2,0
M2,P07,2007/11,0
M4,P07,2005/1,5161
M4,P07,2005/2,0
M0,P07,2006/7,-3
M0,P07,2006/11,0
M0,P07,2006/12,207
M0,P07,2007/3,0
M8,P07,2005/11,8090
M8,P07,2005/12,34
M8,P07,2006/4,0
M8,P07,2006/6,242
M8,P07,2006/7,0
M5,P07,2005/10,0
M5,P07,2005/12,0
M5,P07,2006/4,51
M5,P07,2006/6,0
M5,P07,2006/9,0
M7,P07,2005/9,12903
M7,P07,2006/11,0
M7,P07,2006/12,0
M7,P07,2007/2,0
M1,P07,2006/9,268
M1,P07,2006/11,0
M9,P07,2006/1,-1
M9,P07,2006/6,0
M3,P07,2006/10,0
M3,P07,2006/10,639
M3,P07,2006/11,0
M3,P07,2007/3,0
M3,P07,2007/9,0
M2,P22,2007/2,504
M2,P22,2007/6,0
M2,P22,2007/12,0
M2,P22,2008/1,0
M4,P22,2005/1,0
M0,P22,2006/11,0
M0,P22,2007/1,0
M8,P22,2005/12,0
M8,P22,2006/2,17
M8,P22,2006/3,185
M8,P22,2006/3,0
M8,P22,2006/11,336
M5,P22,2006/8,0
M5,P22,2006/12,0
M7,P22,2006/3,2520
M7,P22,2006/3,0
M7,P22,2006/7,26
M7,P22,2007/3,0
M1,P22,2006/2,0
M1,P22,2006/10,0
M1,P22,2006/10,1227
M1,P22,2007/1,0
M9,P22,2006/1,3132
M9,P22,2006/2,412
M9,P22,2006/7,0
M9,P22,2006/10,0
M3,P22,2007/4,0
M8,P15,2006/12,0
M8,P15,2006/12,0
M4,P15,2005/6,6638
M4,P15,2005/7,0
M4,P15,2005/10,0
M0,P15,2006/5,17
M0,P15,2006/11,0
M0,P15,2007/3,0
M8,P15,2006/2,0
M8,P15,2006/2,0
M8,P15,2006/3,0
M8,P15,2006/3,0
M8,P15,2006/12,0
M4,P15,2005/11,0
M4,P15,2005/12,336
M4,P15,2005/12,588
M5,P15,2005/12,0
M5,P15,2006/2,0
M5,P15,2006/4,232
M5,P15,2006/10,0
M5,P15,2006/11,0
M5,P15,2007/1,0
M7,P15,2005/10,0
M7,P15,2006/1,0
M7,P15,2007/1,0
M1,P15,2006/3,2225
M1,P15,2006/7,2252
M1,P15,2006/9,11
M9,P15,2006/3,370
M9,P15,2006/4,34
M9,P15,2006/8,0
M9,P15,2006/11,0
M3,P15,2007/5,0
M3,P15,2007/5,0
M3,P15,2007/6,824
M3,P15,2007/9,0
M2,P17,2007/3,0
M2,P17,2007/7,179
M4,P17,2005/5,0
M0,P17,2006/6,51
M0,P17,2006/8,0
M0,P17,2006/8,1176
M0,P17,2006/9,76
M0,P17,2006/10,1912
M0,P17,2006/12,0
M8,P17,2005/10,0
M8,P17,2006/6,0
M8,P17,2006/7,95
M8,P17,2006/10,0
M8,P17,2006/10,0
M8,P17,2006/11,0
M4,P17,2005/12,-10
M5,P17,2005/9,0
M5,P17,2006/1,0
M5,P17,2006/1,0
M5,P17,2006/10,0
M5,P17,2007/1,0
M5,P17,2007/3,0
M7,P17,2005/10,0
M7,P17,2005/11,0
M7,P17,2006/8,3612
M1,P17,2006/4,615
M1,P17,2006/5,0
M1,P17,2006/11,269
M9,P17,2005/7,331
M9,P17,2005/7,0
M9,P17,2005/10,336
M9,P17,2006/5,163
M9,P17,2006/10,0
M3,P17,2007/2,807
M2,P30,2007/2,0
M2,P30,2007/12,0
M4,P30,2005/3,1832
M0,P30,2006/3,0
M0,P30,2007/2,0
M0,P30,2007/4,0
M8,P30,2005/9,5131
M8,P30,2006/1,0
M8,P30,2006/1,0
M8,P30,2006/1,0
M8,P30,2006/2,0
M8,P30,2006/2,0
M8,P30,2006/6,2225
M8,P30,2006/6,0
M8,P30,2006/9,84
M8,P30,2006/10,0
M4,P30,2005/12,0
M5,P30,2006/8,0
M5,P30,2006/12,0
M7,P30,2005/9,0
M7,P30,2006/1,0
M7,P30,2006/6,530
M7,P30,2006/9,0
M7,P30,2006/10,0
M9,P30,2005/7,0
M9,P30,2005/9,622
M9,P30,2006/4,0
M9,P30,2006/10,0
M3,P30,2006/12,672
M6,P30,2007/8,0
M2,P03,2007/3,0
M2,P03,2007/4,101
M2,P03,2007/11,0
M2,P03,2007/12,0
M4,P03,2005/3,0
M4,P03,2005/5,0
M4,P03,2005/6,1734
M0,P03,2006/2,0
M0,P03,2006/7,11
M0,P03,2006/11,3024
M0,P03,2007/3,-5
M0,P03,2007/4,0
M8,P03,2006/12,0
M5,P03,2006/5,0
M5,P03,2006/5,1244
M7,P03,2005/11,0
M7,P03,2007/3,-5
